long-march5/1.jpeg,1
long-march5/2.jpeg,1
long-march5/3.jpeg,1
long-march5/4.jpeg,1
long-march5/5.jpeg,1
long-march5/6.jpeg,1
long-march5/7.jpeg,1
long-march5/8.jpeg,1
long-march5/9.jpeg,1
long-march5/10.jpeg,1
long-march5/11.jpeg,1
long-march5/12.jpeg,1
long-march5/13.jpeg,1
long-march5/14.jpeg,1
long-march5/15.jpeg,1
long-march5/16.jpeg,1
long-march5/17.jpeg,0.0
long-march5/18.jpeg,0.0
long-march5/19.jpeg,0.0
long-march5/20.jpeg,0.0
long-march5/21.jpeg,0.0
long-march5/22.jpeg,0.0
long-march5/23.jpeg,0.0
long-march5/24.jpeg,0.0
long-march5/25.jpeg,0.0
long-march5/26.jpeg,0.0
long-march5/27.gif,0.0
long-march5/28.jpeg,0.0
long-march5/29.jpeg,0.0
long-march5/30.jpeg,0.0
long-march5/31.png,0.0
long-march5/32.jpeg,0.0
long-march5/33.jpeg,0.0
long-march5/34.jpeg,0.0
long-march5/35.jpeg,0.0
long-march5/36.jpeg,0.0
long-march5/37.jpeg,0.0
long-march5/38.jpeg,0.0
long-march5/39.jpeg,0.0
long-march5/40.jpeg,0.0
long-march5/41.jpeg,0.0
long-march5/42.jpeg,0.0
long-march5/43.jpeg,0.0
long-march5/44.jpeg,0.0
long-march5/45.jpeg,0.0
long-march5/46.jpeg,0.0
long-march5/47.jpeg,0.0
long-march5/48.jpeg,0.0
long-march5/49.jpeg,0.0
long-march5/50.gif,0.0
long-march5/51.jpeg,0.0
long-march5/52.jpeg,0.0
long-march5/53.jpeg,0.0
long-march5/54.jpeg,0.0
long-march5/55.jpeg,0.0
long-march5/56.jpeg,0.0
long-march5/57.jpeg,0.0
long-march5/58.jpeg,0.0
long-march5/59.jpeg,0.0
long-march5/60.jpeg,0.0
long-march5/61.jpeg,0.0
long-march5/62.jpeg,0.0
long-march5/63.jpeg,0.0
long-march5/64.jpeg,0.0
long-march5/65.jpeg,0.0
long-march5/66.jpeg,0.0
long-march5/67.jpeg,0.0
long-march5/68.jpeg,0.0
long-march5/69.jpeg,0.0
long-march5/70.png,0.0
long-march5/71.jpeg,0.0
long-march5/72.jpeg,0.0
long-march5/73.jpeg,0.0
long-march5/74.jpeg,0.0
long-march5/75.jpeg,0.0
long-march5/76.jpeg,0.0
long-march5/77.jpeg,0.0
long-march5/78.gif,0.0
long-march5/79.jpeg,0.0
long-march5/80.jpeg,0.0
long-march5/81.png,0.0
long-march5/82.png,0.0
long-march5/83.jpeg,0.0
long-march5/84.jpeg,0.0
long-march5/85.jpeg,0.0
long-march5/86.gif,0.0
